,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,income_cat,bedrooms_per_room
2727,-115.54,32.79,23.0,1712.0,403.0,1370.0,377.0,1.275,INLAND,1,0.23539719626168223
2728,-115.55,32.79,23.0,1004.0,221.0,697.0,201.0,1.6351,INLAND,2,0.2201195219123506
2729,-115.57,32.8,33.0,1192.0,213.0,1066.0,211.0,4.5714,INLAND,4,0.17869127516778524
2730,-115.56,32.8,25.0,1311.0,375.0,1193.0,351.0,2.1979,INLAND,2,0.28604118993135014
2731,-115.56,32.8,28.0,1672.0,416.0,1335.0,397.0,1.5987,INLAND,2,0.24880382775119617
2732,-115.56,32.8,15.0,1171.0,328.0,1024.0,298.0,1.3882,INLAND,1,0.28010247651579845
2733,-115.56,32.79,18.0,1178.0,438.0,1377.0,429.0,1.3373,INLAND,1,0.37181663837011886
2734,-115.56,32.78,34.0,2856.0,555.0,1627.0,522.0,3.2083,INLAND,3,0.19432773109243698
2735,-115.56,32.79,20.0,2372.0,835.0,2283.0,767.0,1.1707,INLAND,1,0.3520236087689713
2736,-115.57,32.79,50.0,1291.0,277.0,864.0,274.0,1.6667,INLAND,2,0.21456235476374902
2737,-115.56,32.78,46.0,2511.0,490.0,1583.0,469.0,3.0603,INLAND,3,0.19514137793707687
2738,-115.56,32.78,35.0,1185.0,202.0,615.0,191.0,4.6154,INLAND,4,0.17046413502109706
2739,-115.57,32.78,25.0,2007.0,301.0,1135.0,332.0,5.128,INLAND,4,0.14997508719481814
2740,-115.56,32.78,29.0,1568.0,283.0,848.0,245.0,3.1597,INLAND,3,0.18048469387755103
2741,-115.55,32.78,5.0,2652.0,606.0,1767.0,536.0,2.8025,INLAND,2,0.22850678733031674
2742,-115.58,32.78,5.0,2494.0,414.0,1416.0,421.0,5.7843,INLAND,4,0.16599839615076184
2743,-115.59,32.79,8.0,2183.0,307.0,1000.0,287.0,6.3814,INLAND,5,0.14063215758131012
2744,-115.58,32.79,14.0,1687.0,507.0,762.0,451.0,1.6635,INLAND,2,0.3005334914048607
2745,-115.57,32.79,34.0,1152.0,208.0,621.0,208.0,3.6042,INLAND,3,0.18055555555555555
2746,-115.57,32.78,29.0,2321.0,367.0,1173.0,360.0,4.0375,INLAND,3,0.15812149935372685
2747,-115.57,32.78,20.0,1534.0,235.0,871.0,222.0,6.2715,INLAND,5,0.15319426336375488
2748,-115.57,32.78,15.0,1413.0,279.0,803.0,277.0,4.3021,INLAND,3,0.19745222929936307
2749,-115.56,32.76,15.0,1278.0,217.0,653.0,185.0,4.4821,INLAND,3,0.1697965571205008
2750,-115.59,32.69,30.0,935.0,177.0,649.0,148.0,2.5769,INLAND,2,0.1893048128342246
2751,-115.49,32.69,17.0,1960.0,389.0,1691.0,356.0,1.899,INLAND,2,0.19846938775510203
2752,-115.4,32.7,19.0,583.0,113.0,531.0,134.0,1.6838,INLAND,2,0.19382504288164665
2753,-115.49,32.67,25.0,2322.0,573.0,2185.0,602.0,1.375,INLAND,1,0.2467700258397933
2754,-115.49,32.67,24.0,1266.0,275.0,1083.0,298.0,1.4828,INLAND,1,0.21721958925750395
2755,-115.48,32.68,15.0,3414.0,666.0,2097.0,622.0,2.3319,INLAND,2,0.19507908611599298
2756,-115.5,32.68,18.0,3631.0,913.0,3565.0,924.0,1.5931,INLAND,2,0.2514458826769485
2757,-115.5,32.67,35.0,2159.0,492.0,1694.0,475.0,2.1776,INLAND,2,0.22788327929597035
2758,-115.49,32.67,29.0,1523.0,440.0,1302.0,393.0,1.1311,INLAND,1,0.28890347997373605
2759,-115.51,32.68,11.0,2872.0,610.0,2644.0,581.0,2.625,INLAND,2,0.21239554317548748
2760,-115.52,32.67,6.0,2804.0,581.0,2807.0,594.0,2.0625,INLAND,2,0.2072039942938659
2761,-116.05,33.33,17.0,290.0,94.0,135.0,57.0,1.7292,INLAND,2,0.32413793103448274
2762,-116.0,33.19,16.0,245.0,57.0,81.0,33.0,1.2639,INLAND,1,0.23265306122448978
2763,-115.88,32.93,15.0,208.0,49.0,51.0,20.0,4.0208,INLAND,3,0.23557692307692307
2764,-116.0,32.74,26.0,1134.0,280.0,329.0,158.0,1.4338,INLAND,1,0.24691358024691357
2765,-115.9,32.69,18.0,414.0,86.0,98.0,54.0,1.5417,INLAND,2,0.20772946859903382
2766,-116.01,33.41,20.0,1996.0,515.0,659.0,295.0,2.8684,INLAND,2,0.25801603206412826
2767,-115.99,33.4,15.0,1945.0,536.0,515.0,273.0,2.0109,INLAND,2,0.27557840616966583
2768,-115.94,33.38,5.0,186.0,43.0,41.0,21.0,2.7,INLAND,2,0.23118279569892472
2769,-115.98,33.32,8.0,240.0,46.0,63.0,24.0,1.4688,INLAND,1,0.19166666666666668
2770,-115.91,33.36,15.0,459.0,95.0,160.0,73.0,0.922,INLAND,1,0.20697167755991286
2771,-115.9,33.34,19.0,1210.0,248.0,329.0,155.0,1.7857,INLAND,2,0.2049586776859504
2772,-115.96,33.3,27.0,322.0,81.0,112.0,57.0,1.125,INLAND,1,0.2515527950310559
2773,-115.95,33.28,12.0,99.0,25.0,37.0,17.0,1.8958,INLAND,2,0.25252525252525254
2774,-115.8,33.26,2.0,96.0,18.0,30.0,16.0,5.3374,INLAND,4,0.1875
2775,-114.73,33.43,24.0,796.0,243.0,227.0,139.0,0.8964,INLAND,1,0.30527638190954776
2776,-114.98,33.07,18.0,1183.0,363.0,374.0,127.0,3.1607,INLAND,3,0.30684699915469144
2777,-115.73,33.36,19.0,749.0,238.0,476.0,169.0,1.7727,INLAND,2,0.3177570093457944
2778,-115.73,33.35,23.0,1586.0,448.0,338.0,182.0,1.2132,INLAND,1,0.28247162673392184
2779,-114.65,32.79,21.0,44.0,33.0,64.0,27.0,0.8571,INLAND,1,0.75
2780,-114.55,32.8,19.0,2570.0,820.0,1431.0,608.0,1.275,INLAND,1,0.31906614785992216
2781,-114.63,32.76,15.0,1448.0,378.0,949.0,300.0,0.8585,INLAND,1,0.2610497237569061
2782,-114.66,32.74,17.0,1388.0,386.0,775.0,320.0,1.2049,INLAND,1,0.2780979827089337
2783,-118.18,37.35,16.0,3806.0,794.0,1501.0,714.0,2.1212,INLAND,2,0.20861797162375198
2784,-118.43,37.4,19.0,2460.0,405.0,1225.0,425.0,4.1576,INLAND,3,0.16463414634146342
2785,-118.6,37.39,19.0,2682.0,518.0,1134.0,399.0,3.2132,INLAND,3,0.1931394481730052
2786,-118.45,37.25,20.0,1468.0,283.0,721.0,270.0,3.0817,INLAND,3,0.1927792915531335
2787,-118.45,37.37,26.0,3135.0,524.0,1385.0,523.0,4.337,INLAND,3,0.1671451355661882
2788,-118.42,37.35,21.0,3302.0,557.0,1413.0,520.0,4.375,INLAND,3,0.16868564506359782
2789,-118.42,37.36,18.0,2281.0,520.0,1425.0,465.0,1.7388,INLAND,2,0.22797018851380974
2790,-118.4,37.36,34.0,2465.0,619.0,1172.0,575.0,1.9722,INLAND,2,0.2511156186612576
2791,-118.39,37.37,25.0,3295.0,824.0,1477.0,770.0,1.8325,INLAND,2,0.25007587253414265
2792,-118.39,37.36,38.0,1813.0,410.0,902.0,396.0,2.3261,INLAND,2,0.22614451185879758
2793,-118.3,37.17,22.0,3480.0,673.0,1541.0,636.0,2.75,INLAND,2,0.19339080459770114
2794,-117.9,36.95,19.0,99.0,26.0,51.0,22.0,1.7292,INLAND,2,0.26262626262626265
2795,-118.31,36.94,35.0,2563.0,530.0,861.0,371.0,2.325,INLAND,2,0.20678891923527118
2796,-118.05,36.64,34.0,2090.0,478.0,896.0,426.0,2.0357,INLAND,2,0.22870813397129186
2797,-118.18,36.63,23.0,2311.0,487.0,1019.0,384.0,2.2574,INLAND,2,0.2107312851579403
2798,-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,INLAND,2,0.25687536571094205
2799,-117.02,36.4,19.0,619.0,239.0,490.0,164.0,2.1,INLAND,2,0.3861066235864297
2800,-116.22,36.0,14.0,1372.0,386.0,436.0,213.0,1.1471,INLAND,1,0.2813411078717201
2801,-119.02,35.42,42.0,2271.0,458.0,1124.0,447.0,2.7583,INLAND,2,0.20167327168648172
2802,-119.03,35.42,45.0,1628.0,352.0,754.0,334.0,2.5703,INLAND,2,0.21621621621621623
2803,-119.03,35.42,38.0,2952.0,598.0,1491.0,568.0,2.6094,INLAND,2,0.20257452574525744
2804,-119.03,35.45,14.0,3520.0,604.0,1748.0,582.0,4.3162,INLAND,3,0.1715909090909091
2805,-119.05,35.44,5.0,2133.0,487.0,1182.0,438.0,3.0268,INLAND,3,0.22831692451945618
2806,-119.02,35.44,29.0,3415.0,631.0,1527.0,597.0,4.0125,INLAND,3,0.18477306002928257
2807,-119.02,35.43,39.0,2033.0,370.0,956.0,379.0,3.1736,INLAND,3,0.18199704869650762
2808,-119.02,35.42,40.0,1089.0,226.0,520.0,218.0,2.2727,INLAND,2,0.20752984389348025
2809,-119.02,35.42,36.0,2044.0,447.0,1021.0,374.0,1.8472,INLAND,2,0.21868884540117417
2810,-119.02,35.42,40.0,1912.0,439.0,1015.0,413.0,1.4598,INLAND,1,0.22960251046025104
2811,-119.03,35.42,42.0,1705.0,418.0,905.0,393.0,1.6286,INLAND,2,0.24516129032258063
2812,-119.03,35.41,41.0,1808.0,435.0,1005.0,373.0,1.7857,INLAND,2,0.24059734513274336
2813,-119.04,35.42,47.0,1691.0,402.0,913.0,358.0,1.8403,INLAND,2,0.23772915434654052
2814,-119.05,35.42,41.0,1992.0,421.0,1006.0,419.0,2.8393,INLAND,2,0.2113453815261044
2815,-119.05,35.42,35.0,2353.0,483.0,1368.0,455.0,2.325,INLAND,2,0.20526986825329366
2816,-119.02,35.41,21.0,2534.0,554.0,1297.0,517.0,2.0575,INLAND,2,0.21862667719021311
2817,-119.02,35.41,41.0,2221.0,516.0,1106.0,473.0,1.97,INLAND,2,0.23232778027915355
2818,-119.03,35.41,37.0,1761.0,443.0,911.0,365.0,2.0331,INLAND,2,0.2515616127200454
2819,-119.04,35.41,25.0,1577.0,310.0,844.0,309.0,3.0625,INLAND,3,0.19657577679137603
2820,-119.02,35.41,31.0,2348.0,701.0,1413.0,611.0,1.3222,INLAND,1,0.2985519591141397
2821,-119.03,35.4,35.0,2608.0,620.0,1566.0,583.0,2.1818,INLAND,2,0.23773006134969324
2822,-119.04,35.41,20.0,3268.0,833.0,1622.0,758.0,1.3587,INLAND,1,0.25489596083231336
2823,-119.08,35.42,10.0,4159.0,608.0,2089.0,591.0,5.5261,INLAND,4,0.14618898773743688
2824,-119.07,35.42,19.0,3889.0,832.0,1872.0,731.0,2.6812,INLAND,2,0.21393674466443816
2825,-119.09,35.41,12.0,3449.0,522.0,1754.0,551.0,5.6235,INLAND,4,0.15134821687445638
2826,-119.11,35.42,52.0,154.0,17.935925801422542,37.0,16.0,10.0263,INLAND,5,0.11646705065858794
2827,-119.09,35.43,28.0,254.0,35.0,118.0,37.0,4.8571,INLAND,4,0.1377952755905512
2828,-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611,INLAND,3,0.16842661034846884
2829,-119.08,35.39,10.0,6435.0,1040.0,3242.0,1030.0,5.575,INLAND,4,0.16161616161616163
2830,-119.01,35.4,11.0,8739.0,2190.0,4781.0,1919.0,1.7109,INLAND,2,0.25060075523515274
2831,-119.01,35.39,29.0,1820.0,459.0,1134.0,419.0,1.8289,INLAND,2,0.2521978021978022
2832,-119.01,35.38,36.0,790.0,224.0,426.0,208.0,1.4427,INLAND,1,0.28354430379746837
2833,-119.02,35.39,30.0,227.0,75.0,169.0,101.0,1.3527,INLAND,1,0.3303964757709251
2834,-118.99,35.4,43.0,2225.0,392.0,890.0,374.0,4.0208,INLAND,3,0.17617977528089887
2835,-118.99,35.4,48.0,1908.0,331.0,789.0,321.0,3.5714,INLAND,3,0.17348008385744235
2836,-119.0,35.4,44.0,2250.0,378.0,928.0,379.0,4.3906,INLAND,3,0.168
2837,-119.0,35.39,42.0,2839.0,516.0,1203.0,487.0,3.7708,INLAND,3,0.181754138781261
2838,-119.0,35.39,51.0,1373.0,284.0,648.0,300.0,2.8295,INLAND,2,0.20684632192279678
2839,-118.97,35.41,36.0,1896.0,315.0,937.0,303.0,3.996,INLAND,3,0.1661392405063291
2840,-118.97,35.4,34.0,1859.0,323.0,854.0,309.0,3.1906,INLAND,3,0.17374932759548145
2841,-118.98,35.4,34.0,813.0,171.0,440.0,170.0,2.8393,INLAND,2,0.21033210332103322
2842,-118.98,35.4,36.0,1443.0,273.0,680.0,259.0,2.9821,INLAND,2,0.1891891891891892
2843,-118.98,35.4,36.0,1864.0,331.0,1052.0,325.0,3.4205,INLAND,3,0.17757510729613735
2844,-118.98,35.41,36.0,1482.0,266.0,640.0,274.0,3.875,INLAND,3,0.1794871794871795
2845,-118.96,35.4,28.0,4667.0,875.0,2404.0,841.0,3.2325,INLAND,3,0.18748660809942147
2846,-118.96,35.41,29.0,3548.0,729.0,1542.0,659.0,2.947,INLAND,2,0.20546786922209695
2847,-118.95,35.4,23.0,4483.0,894.0,2136.0,883.0,3.6875,INLAND,3,0.19942003122908766
2848,-118.96,35.4,27.0,2473.0,400.0,1271.0,427.0,3.5524,INLAND,3,0.16174686615446826
2849,-118.96,35.39,23.0,5624.0,1148.0,2842.0,1042.0,3.1297,INLAND,3,0.20412517780938833
2850,-118.96,35.38,34.0,2047.0,347.0,888.0,352.0,3.6734,INLAND,3,0.1695163654127992
2851,-118.95,35.38,35.0,2220.0,388.0,906.0,373.0,3.5938,INLAND,3,0.17477477477477477
2852,-118.96,35.38,41.0,2417.0,435.0,973.0,406.0,3.0568,INLAND,3,0.17997517583781547
2853,-118.94,35.38,26.0,4800.0,831.0,2365.0,743.0,3.7533,INLAND,3,0.173125
2854,-118.95,35.38,30.0,2594.0,478.0,1419.0,480.0,3.725,INLAND,3,0.18427139552814187
2855,-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,INLAND,3,0.1854580397181294
2856,-118.95,35.41,21.0,3999.0,727.0,1889.0,688.0,3.875,INLAND,3,0.18179544886221555
2857,-118.94,35.4,14.0,5548.0,941.0,2815.0,935.0,4.2214,INLAND,3,0.16961067051189618
2858,-118.94,35.39,27.0,3074.0,452.0,1223.0,452.0,5.4592,INLAND,4,0.14703968770331816
2859,-118.94,35.39,13.0,3137.0,417.0,1318.0,397.0,7.7751,INLAND,5,0.13292955052598024
2860,-118.9,35.41,6.0,4656.0,971.0,2320.0,935.0,3.0938,INLAND,3,0.20854810996563575
2861,-118.94,35.41,10.0,3216.0,526.0,1539.0,483.0,6.3639,INLAND,5,0.16355721393034825
2862,-118.91,35.4,10.0,3587.0,774.0,1398.0,763.0,2.569,INLAND,2,0.2157792026763312
2863,-118.87,35.37,14.0,2458.0,433.0,1352.0,411.0,3.5441,INLAND,3,0.17615947925142392
2864,-118.91,35.37,32.0,4121.0,755.0,2590.0,721.0,3.3462,INLAND,3,0.18320795923319583
2865,-118.88,35.34,20.0,1351.0,255.0,762.0,253.0,2.1111,INLAND,2,0.18874907475943745
2866,-118.92,35.37,17.0,3589.0,701.0,1746.0,640.0,2.4919,INLAND,2,0.19531903037057677
2867,-118.93,35.37,34.0,2412.0,446.0,1558.0,421.0,2.6903,INLAND,2,0.18490878938640132
2868,-118.94,35.37,33.0,3372.0,741.0,2352.0,704.0,2.0643,INLAND,2,0.2197508896797153
2869,-118.94,35.37,23.0,1106.0,252.0,790.0,230.0,1.8523,INLAND,2,0.22784810126582278
2870,-118.95,35.37,34.0,1672.0,359.0,1059.0,349.0,2.1588,INLAND,2,0.21471291866028708
2871,-118.94,35.37,37.0,1667.0,362.0,971.0,335.0,2.875,INLAND,2,0.21715656868626274
2872,-118.95,35.37,37.0,1475.0,327.0,946.0,295.0,1.6728,INLAND,2,0.2216949152542373
2873,-118.96,35.37,41.0,1463.0,339.0,1066.0,318.0,1.7467,INLAND,2,0.23171565276828435
2874,-118.96,35.37,40.0,1603.0,374.0,1026.0,337.0,1.365,INLAND,1,0.23331253898939489
2875,-118.97,35.39,38.0,2121.0,433.0,1547.0,441.0,2.774,INLAND,2,0.20414898632720416
2876,-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,INLAND,2,0.26671565025716387
2877,-118.98,35.38,39.0,1497.0,383.0,1182.0,355.0,1.0648,INLAND,1,0.2558450233800935
2878,-118.97,35.38,42.0,1185.0,358.0,1038.0,299.0,0.9951,INLAND,1,0.30210970464135023
2879,-118.97,35.37,41.0,2396.0,602.0,1781.0,543.0,1.8819,INLAND,2,0.25125208681135225
2880,-118.97,35.38,35.0,1673.0,426.0,1041.0,413.0,1.375,INLAND,1,0.2546323968918111
2881,-118.99,35.38,26.0,1317.0,374.0,1025.0,304.0,1.4024,INLAND,1,0.2839787395596052
2882,-118.99,35.38,30.0,1390.0,361.0,1116.0,298.0,1.3451,INLAND,1,0.25971223021582734
2883,-118.98,35.39,22.0,1812.0,457.0,1592.0,420.0,1.4146,INLAND,1,0.2522075055187638
2884,-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,1.4786,INLAND,1,0.25733259546209186
2885,-118.98,35.38,34.0,1020.0,247.0,795.0,228.0,1.625,INLAND,2,0.24215686274509804
2886,-118.98,35.38,28.0,1171.0,299.0,1193.0,273.0,0.8639,INLAND,1,0.2553373185311699
2887,-118.99,35.39,39.0,2228.0,542.0,1516.0,435.0,1.6009,INLAND,2,0.24326750448833034
2888,-118.99,35.39,36.0,1438.0,348.0,1054.0,341.0,1.8319,INLAND,2,0.24200278164116829
2889,-118.99,35.39,52.0,2805.0,573.0,1325.0,522.0,2.5083,INLAND,2,0.20427807486631017
2890,-118.98,35.39,29.0,607.0,177.0,476.0,143.0,1.1875,INLAND,1,0.2915980230642504
2891,-118.98,35.39,32.0,2620.0,682.0,2375.0,684.0,1.2618,INLAND,1,0.2603053435114504
2892,-119.0,35.37,41.0,303.0,78.0,216.0,80.0,2.2212,INLAND,2,0.25742574257425743
2893,-118.99,35.37,36.0,832.0,198.0,814.0,174.0,1.4773,INLAND,1,0.23798076923076922
2894,-118.99,35.37,38.0,918.0,220.0,743.0,222.0,1.7292,INLAND,2,0.23965141612200436
2895,-118.98,35.37,35.0,825.0,179.0,670.0,181.0,1.1638,INLAND,1,0.21696969696969698
2896,-118.97,35.37,52.0,425.0,119.0,380.0,97.0,1.4125,INLAND,1,0.28
2897,-119.01,35.38,44.0,434.0,110.0,274.0,86.0,1.1944,INLAND,1,0.2534562211981567
2898,-119.01,35.38,52.0,114.0,26.0,158.0,26.0,1.075,INLAND,1,0.22807017543859648
2899,-119.01,35.37,35.0,120.0,35.0,477.0,41.0,1.9125,INLAND,2,0.2916666666666667
2900,-119.01,35.37,44.0,593.0,136.0,364.0,121.0,1.4779,INLAND,1,0.22934232715008432
2901,-119.02,35.38,52.0,90.0,35.0,36.0,31.0,0.8054,INLAND,1,0.3888888888888889
2902,-119.02,35.38,48.0,346.0,92.0,129.0,63.0,1.1875,INLAND,1,0.2658959537572254
2903,-119.02,35.39,52.0,191.0,52.0,106.0,49.0,2.0455,INLAND,2,0.27225130890052357
2904,-119.01,35.37,45.0,629.0,143.0,568.0,139.0,1.7321,INLAND,2,0.2273449920508744
2905,-119.03,35.38,38.0,2122.0,394.0,843.0,410.0,3.0,INLAND,2,0.18567389255419417
2906,-119.03,35.38,52.0,1695.0,290.0,540.0,260.0,2.7312,INLAND,2,0.1710914454277286
2907,-119.03,35.37,52.0,1503.0,367.0,554.0,277.0,1.6786,INLAND,2,0.24417831004657353
2908,-119.04,35.37,44.0,1618.0,310.0,667.0,300.0,2.875,INLAND,2,0.1915945611866502
2909,-119.03,35.39,28.0,4513.0,764.0,1593.0,763.0,2.9821,INLAND,2,0.1692887214713051
2910,-119.04,35.36,36.0,1942.0,414.0,1051.0,411.0,1.8362,INLAND,2,0.21318228630278063
2911,-119.05,35.36,30.0,4635.0,800.0,2307.0,754.0,3.6548,INLAND,3,0.1725997842502697
2912,-119.05,35.36,16.0,4507.0,1049.0,2261.0,959.0,3.3261,INLAND,3,0.23274905702240958
2913,-119.07,35.36,19.0,5254.0,894.0,2155.0,831.0,4.6705,INLAND,4,0.17015607156452228
2914,-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,INLAND,4,0.17323812480596087
2915,-119.06,35.36,9.0,1228.0,234.0,409.0,212.0,4.3482,INLAND,3,0.19055374592833876
2916,-119.03,35.37,42.0,2508.0,483.0,1035.0,442.0,2.6513,INLAND,2,0.19258373205741627
2917,-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,INLAND,3,0.1867283950617284
2918,-119.04,35.36,40.0,1533.0,312.0,771.0,306.0,3.0435,INLAND,3,0.2035225048923679
2919,-119.04,35.37,46.0,1637.0,338.0,714.0,297.0,2.1818,INLAND,2,0.2064752596212584
2920,-119.02,35.37,44.0,2687.0,620.0,1521.0,549.0,1.7213,INLAND,2,0.23074060290286566
2921,-119.02,35.36,48.0,1833.0,396.0,947.0,363.0,2.2827,INLAND,2,0.2160392798690671
2922,-119.02,35.36,47.0,1631.0,340.0,847.0,315.0,2.5062,INLAND,2,0.20846106683016555
2923,-119.03,35.36,41.0,2551.0,594.0,1342.0,595.0,1.9671,INLAND,2,0.23284986279890238
2924,-119.01,35.37,38.0,1702.0,380.0,1191.0,366.0,1.8801,INLAND,2,0.22326674500587543
2925,-119.01,35.36,38.0,1838.0,388.0,1203.0,373.0,1.6797,INLAND,2,0.21109902067464636
2926,-119.01,35.36,36.0,2658.0,626.0,1490.0,529.0,1.2157,INLAND,1,0.23551542513167795
2927,-119.01,35.36,24.0,1941.0,484.0,1277.0,435.0,1.056,INLAND,1,0.24935600206079342
2928,-119.01,35.37,33.0,821.0,181.0,579.0,172.0,1.2469,INLAND,1,0.220462850182704
2929,-119.0,35.36,40.0,850.0,227.0,764.0,186.0,0.9407,INLAND,1,0.26705882352941174
2930,-119.0,35.36,39.0,896.0,217.0,805.0,197.0,1.25,INLAND,1,0.2421875
2931,-119.0,35.35,35.0,1164.0,277.0,992.0,284.0,1.4015,INLAND,1,0.23797250859106528
2932,-119.0,35.36,35.0,1021.0,280.0,1258.0,239.0,1.7375,INLAND,2,0.2742409402546523
2933,-118.98,35.37,36.0,1562.0,398.0,1223.0,329.0,0.9675,INLAND,1,0.25480153649167736
2934,-118.98,35.36,29.0,1244.0,266.0,933.0,227.0,1.6981,INLAND,2,0.21382636655948553
2935,-118.98,35.36,15.0,1482.0,338.0,1059.0,279.0,1.2617,INLAND,1,0.22807017543859648
2936,-118.99,35.36,18.0,1524.0,354.0,1210.0,344.0,1.1136,INLAND,1,0.23228346456692914
2937,-118.99,35.36,31.0,1498.0,359.0,1168.0,340.0,1.2232,INLAND,1,0.23965287049399198
2938,-118.94,35.36,19.0,2714.0,512.0,1823.0,500.0,3.1281,INLAND,3,0.18865143699336773
2939,-118.95,35.36,30.0,2294.0,508.0,1753.0,482.0,2.1078,INLAND,2,0.22144725370531823
2940,-118.96,35.37,32.0,1025.0,259.0,874.0,236.0,1.9612,INLAND,2,0.2526829268292683
2941,-118.96,35.36,35.0,2285.0,497.0,1738.0,480.0,2.4848,INLAND,2,0.2175054704595186
2942,-118.97,35.37,34.0,1379.0,333.0,1156.0,315.0,1.7197,INLAND,2,0.24147933284989123
2943,-118.97,35.36,31.0,1418.0,306.0,1219.0,312.0,1.5743,INLAND,2,0.2157968970380818
2944,-118.95,35.32,29.0,3480.0,608.0,2007.0,541.0,3.2738,INLAND,3,0.17471264367816092
2945,-118.98,35.35,21.0,496.0,131.0,511.0,124.0,1.7614,INLAND,2,0.26411290322580644
2946,-118.99,35.35,27.0,1615.0,355.0,1380.0,332.0,1.6632,INLAND,2,0.21981424148606812
2947,-118.99,35.33,36.0,1590.0,367.0,1311.0,390.0,1.6786,INLAND,2,0.23081761006289309
2948,-118.99,35.32,26.0,875.0,199.0,567.0,204.0,0.9288,INLAND,1,0.22742857142857142
2949,-119.0,35.35,31.0,2931.0,716.0,1969.0,588.0,2.2155,INLAND,2,0.2442852268850222
2950,-118.99,35.35,32.0,1293.0,317.0,1109.0,286.0,1.1786,INLAND,1,0.2451662799690642
2951,-119.01,35.35,34.0,1354.0,325.0,922.0,304.0,2.1875,INLAND,2,0.24002954209748892
2952,-119.01,35.34,44.0,1730.0,343.0,782.0,278.0,3.0208,INLAND,3,0.19826589595375724
2953,-119.02,35.35,42.0,1239.0,251.0,776.0,272.0,1.983,INLAND,2,0.20258272800645682
2954,-119.01,35.35,39.0,598.0,149.0,366.0,132.0,1.9125,INLAND,2,0.2491638795986622
2955,-119.02,35.35,38.0,1472.0,305.0,670.0,282.0,2.2407,INLAND,2,0.20720108695652173
2956,-119.02,35.34,38.0,1463.0,294.0,692.0,295.0,2.3125,INLAND,2,0.20095693779904306
2957,-119.03,35.34,36.0,3474.0,645.0,1679.0,616.0,2.7256,INLAND,2,0.18566493955094993
2958,-119.03,35.35,34.0,1441.0,294.0,695.0,275.0,2.6875,INLAND,2,0.20402498265093685
2959,-119.04,35.35,31.0,1607.0,336.0,817.0,307.0,2.5644,INLAND,2,0.209085252022402
2960,-119.04,35.35,27.0,4590.0,897.0,2212.0,894.0,3.1753,INLAND,3,0.1954248366013072
2961,-119.06,35.35,20.0,9351.0,2139.0,4584.0,1953.0,2.575,INLAND,2,0.22874558870709016
2962,-119.05,35.34,14.0,3580.0,984.0,1933.0,912.0,2.6637,INLAND,2,0.2748603351955307
2963,-119.05,35.33,18.0,12707.0,2685.0,7009.0,2552.0,2.9438,INLAND,2,0.2113008577949162
2964,-119.05,35.34,17.0,2387.0,437.0,1204.0,423.0,4.0529,INLAND,3,0.18307498952660242
2965,-119.07,35.35,24.0,4119.0,865.0,1294.0,879.0,2.4123,INLAND,2,0.2100024277737315
2966,-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,INLAND,4,0.18709830992620805
2967,-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,INLAND,4,0.17366456729647772
2968,-119.1,35.35,5.0,4597.0,1071.0,1916.0,870.0,4.0327,INLAND,3,0.2329780291494453
2969,-119.08,35.34,18.0,4070.0,512.0,1580.0,540.0,10.5941,INLAND,5,0.1257985257985258
2970,-119.08,35.35,20.0,892.0,129.0,331.0,135.0,7.1837,INLAND,5,0.1446188340807175
2971,-119.09,35.35,14.0,2113.0,256.0,842.0,265.0,8.5325,INLAND,5,0.12115475627070516
2972,-119.08,35.34,16.0,1535.0,238.0,768.0,236.0,5.4449,INLAND,4,0.15504885993485343
2973,-119.08,35.34,15.0,1474.0,235.0,768.0,238.0,4.1528,INLAND,3,0.15943012211668928
2974,-119.1,35.33,4.0,6640.0,898.0,3121.0,902.0,6.759,INLAND,5,0.1352409638554217
2975,-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,INLAND,4,0.1844258764751486
2976,-119.09,35.33,9.0,7085.0,1148.0,3084.0,1052.0,4.997,INLAND,4,0.16203246294989415
2977,-119.06,35.32,15.0,3944.0,746.0,2355.0,757.0,3.569,INLAND,3,0.18914807302231237
2978,-119.07,35.33,13.0,9027.0,1901.0,4870.0,1797.0,3.406,INLAND,3,0.2105904508696134
2979,-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,INLAND,3,0.20212765957446807
2980,-119.02,35.34,34.0,2861.0,510.0,1375.0,486.0,3.4286,INLAND,3,0.17825934987766515
2981,-119.02,35.33,26.0,3691.0,826.0,2072.0,827.0,2.1553,INLAND,2,0.22378759143863453
2982,-119.03,35.33,21.0,3057.0,698.0,1627.0,680.0,2.7083,INLAND,2,0.22832842656198887
2983,-119.03,35.34,34.0,2221.0,436.0,1131.0,408.0,3.0486,INLAND,3,0.19630796938316075
