,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,bedrooms_per_room
15781,-122.41,37.77,52.0,1963.0,565.0,1628.0,524.0,2.6083,NEAR BAY,0.28782475802343355
14359,-117.22,32.74,52.0,1260.0,202.0,555.0,209.0,7.2758,NEAR OCEAN,0.16031746031746033
11379,-117.95,33.68,26.0,2249.0,344.0,1311.0,373.0,5.0287,<1H OCEAN,0.1529568697198755
2111,-119.74,36.76,42.0,2093.0,470.0,1621.0,438.0,1.7994,INLAND,0.22455805064500717
7002,-118.04,33.97,34.0,1759.0,431.0,1282.0,391.0,3.0491,<1H OCEAN,0.2450255827174531
17080,-122.19,37.48,38.0,1300.0,269.0,608.0,292.0,4.5568,NEAR BAY,0.20692307692307693
2069,-119.87,36.72,30.0,1584.0,316.0,984.0,300.0,2.0658,INLAND,0.1994949494949495
18168,-122.03,37.37,16.0,3402.0,1193.0,1479.0,1043.0,3.5861,<1H OCEAN,0.3506760728982951
5353,-118.4,34.03,36.0,1831.0,296.0,871.0,269.0,8.1484,<1H OCEAN,0.1616602949208083
8613,-118.37,33.87,23.0,1829.0,331.0,891.0,356.0,6.5755,<1H OCEAN,0.18097320940404593
13954,-117.1,34.21,22.0,4397.0,931.0,1145.0,445.0,4.5268,INLAND,0.21173527405048898
14604,-117.16,32.81,34.0,2275.0,375.0,1021.0,379.0,3.6371,NEAR OCEAN,0.16483516483516483
17073,-122.19,37.48,35.0,7067.0,1646.0,5380.0,1597.0,4.1776,NEAR BAY,0.23291354181406537
3259,-122.9,39.23,39.0,1295.0,240.0,534.0,179.0,3.9519,INLAND,0.18532818532818532
18849,-122.39,41.41,23.0,910.0,199.0,370.0,169.0,1.7448,INLAND,0.21868131868131868
2497,-120.67,36.72,18.0,819.0,198.0,996.0,198.0,2.5,INLAND,0.24175824175824176
11347,-117.9,33.77,35.0,2002.0,378.0,1726.0,387.0,3.9613,<1H OCEAN,0.1888111888111888
19219,-122.67,38.47,19.0,1848.0,428.0,1130.0,433.0,3.0568,<1H OCEAN,0.23160173160173161
9050,-118.1,34.71,16.0,3914.0,819.0,1524.0,795.0,2.415,INLAND,0.20924885028104243
5240,-118.24,33.93,32.0,1063.0,282.0,992.0,253.0,0.8984,<1H OCEAN,0.26528692380056446
4778,-118.33,34.04,48.0,2437.0,443.0,1400.0,426.0,2.628,<1H OCEAN,0.18178087812884694
17466,-119.83,34.45,24.0,2168.0,373.0,934.0,366.0,5.4197,NEAR OCEAN,0.1720479704797048
13710,-117.19,34.1,5.0,2167.0,384.0,1174.0,358.0,4.0114,INLAND,0.17720350715274574
17465,-119.91,34.4,24.0,2001.0,365.0,1170.0,330.0,6.0992,NEAR OCEAN,0.18240879560219891
1160,-121.53,39.52,24.0,1028.0,185.0,471.0,186.0,2.9688,INLAND,0.17996108949416342
11623,-118.04,33.83,20.0,1488.0,312.0,972.0,283.0,4.055,<1H OCEAN,0.20967741935483872
3413,-118.4,34.28,16.0,6573.0,1480.0,6161.0,1473.0,3.3304,<1H OCEAN,0.22516354784725393
14570,-117.21,32.83,35.0,2259.0,501.0,1340.0,511.0,3.4482,NEAR OCEAN,0.22177954847277556
4293,-118.3,34.09,36.0,2332.0,993.0,3155.0,927.0,2.2612,<1H OCEAN,0.4258147512864494
10550,-117.69,33.65,16.0,5805.0,852.0,2356.0,795.0,6.1062,<1H OCEAN,0.1467700258397933
17392,-120.45,34.96,21.0,2121.0,445.0,2211.0,463.0,4.0603,<1H OCEAN,0.20980669495520982
6482,-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,INLAND,0.22839152833428736
10546,-117.76,33.7,12.0,4025.0,574.0,2042.0,588.0,7.9125,<1H OCEAN,0.1426086956521739
12174,-117.23,33.78,23.0,3465.0,703.0,2672.0,607.0,1.9767,INLAND,0.2028860028860029
1159,-121.53,39.52,30.0,1030.0,161.0,448.0,159.0,2.4821,INLAND,0.1563106796116505
580,-122.07,37.71,36.0,2879.0,480.0,1235.0,455.0,4.9801,NEAR BAY,0.1667245571378951
13666,-117.29,34.03,9.0,8185.0,1525.0,3630.0,1466.0,4.1667,INLAND,0.18631643249847282
20489,-118.68,34.27,16.0,4637.0,941.0,2476.0,878.0,4.0568,<1H OCEAN,0.20293293077420746
5334,-118.46,34.04,25.0,2142.0,718.0,1390.0,699.0,3.0069,<1H OCEAN,0.3352007469654528
17350,-120.43,34.9,30.0,2388.0,393.0,1117.0,375.0,4.1058,<1H OCEAN,0.16457286432160803
322,-122.19,37.74,36.0,847.0,212.0,567.0,159.0,1.1765,NEAR BAY,0.2502951593860685
1687,-122.27,37.99,16.0,4921.0,737.0,2312.0,725.0,5.8899,NEAR BAY,0.1497663076610445
5648,-118.29,33.74,52.0,1438.0,472.0,1018.0,399.0,2.2188,NEAR OCEAN,0.3282336578581363
14224,-117.02,32.68,14.0,3986.0,675.0,2065.0,702.0,5.7192,NEAR OCEAN,0.16934269944806823
3857,-118.43,34.17,34.0,2180.0,424.0,906.0,429.0,4.4464,<1H OCEAN,0.1944954128440367
890,-121.93,37.54,25.0,1354.0,192.0,596.0,220.0,6.629,<1H OCEAN,0.14180206794682423
2617,-124.11,40.93,25.0,2392.0,474.0,1298.0,461.0,3.5076,NEAR OCEAN,0.19816053511705686
1528,-122.07,37.89,38.0,2139.0,343.0,809.0,340.0,5.5636,NEAR BAY,0.16035530621785882
6538,-118.04,34.05,34.0,1058.0,230.0,1043.0,229.0,3.0536,<1H OCEAN,0.21739130434782608
18864,-122.21,38.1,36.0,3018.0,557.0,1445.0,556.0,3.8029,NEAR BAY,0.18455931080185553
18092,-122.08,37.31,17.0,2560.0,396.0,959.0,400.0,7.8528,<1H OCEAN,0.1546875
16720,-120.64,35.46,6.0,5876.0,1406.0,2877.0,1304.0,2.5437,<1H OCEAN,0.2392784206943499
7591,-118.24,33.9,35.0,1079.0,247.0,1055.0,243.0,2.375,<1H OCEAN,0.2289156626506024
496,-122.26,37.85,52.0,3618.0,768.0,1508.0,755.0,3.2619,NEAR BAY,0.21227197346600332
20378,-118.82,34.15,9.0,655.0,110.0,222.0,109.0,7.8528,NEAR OCEAN,0.16793893129770993
17706,-121.81,37.31,15.0,1898.0,395.0,1527.0,381.0,4.4792,<1H OCEAN,0.20811380400421498
12627,-121.48,38.51,24.0,979.0,201.0,723.0,205.0,2.5926,INLAND,0.20531154239019409
15743,-122.43,37.78,29.0,1310.0,364.0,1009.0,379.0,1.3844,NEAR BAY,0.2778625954198473
9233,-120.06,37.02,13.0,6301.0,1080.0,3840.0,1033.0,3.5258,INLAND,0.1714013648627202
9041,-118.11,34.68,6.0,7430.0,1184.0,3489.0,1115.0,5.3267,INLAND,0.15935397039030955
9302,-122.55,38.02,27.0,4985.0,711.0,1928.0,742.0,6.4978,NEAR BAY,0.14262788365095286
20188,-119.17,34.27,24.0,4165.0,646.0,2194.0,658.0,6.0661,NEAR OCEAN,0.15510204081632653
3880,-118.51,34.21,36.0,2396.0,421.0,1064.0,398.0,4.7,<1H OCEAN,0.17570951585976627
18332,-122.16,37.45,47.0,4234.0,1122.2429263519589,1808.0,1093.0,4.2297,NEAR BAY,0.2650550133093904
9403,-122.53,37.88,25.0,4921.0,866.0,1913.0,834.0,6.8742,NEAR BAY,0.17598049176996544
16465,-121.28,38.1,13.0,2432.0,586.0,1441.0,606.0,2.5556,INLAND,0.24095394736842105
12858,-121.38,38.67,38.0,1001.0,228.0,597.0,226.0,2.2788,INLAND,0.22777222777222778
12130,-117.23,33.94,8.0,2405.0,537.0,1594.0,517.0,3.0789,INLAND,0.2232848232848233
19410,-120.94,37.7,25.0,1005.0,159.0,390.0,139.0,4.4,INLAND,0.1582089552238806
97,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,NEAR BAY,0.3194029850746269
5236,-118.23,33.94,36.0,1110.0,306.4416805270379,1417.0,302.0,2.3333,<1H OCEAN,0.2760735860603945
20114,-120.47,37.96,25.0,2505.0,529.0,1145.0,483.0,2.006,INLAND,0.21117764471057884
10781,-117.9,33.64,36.0,2017.0,357.0,850.0,348.0,5.0532,<1H OCEAN,0.17699553792761527
1860,-124.16,41.92,19.0,1668.0,324.0,841.0,283.0,2.1336,NEAR OCEAN,0.19424460431654678
468,-122.29,37.87,44.0,2539.0,755.0,1382.0,713.0,2.537,NEAR BAY,0.29736116581331234
2886,-118.98,35.38,28.0,1171.0,299.0,1193.0,273.0,0.8639,INLAND,0.2553373185311699
3825,-118.45,34.2,27.0,1572.0,450.0,1039.0,455.0,2.5562,<1H OCEAN,0.2862595419847328
17072,-122.21,37.52,18.0,2962.0,945.0,1639.0,851.0,2.7399,NEAR BAY,0.3190411883862255
14560,-117.22,32.83,31.0,3958.0,727.0,1924.0,728.0,5.4605,NEAR OCEAN,0.18367862556846892
11828,-121.0,39.0,4.0,170.0,23.0,93.0,27.0,10.9891,INLAND,0.13529411764705881
7899,-118.05,33.86,16.0,2851.0,626.0,1985.0,603.0,5.4089,<1H OCEAN,0.21957207997193967
3982,-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,<1H OCEAN,0.1656390134529148
10477,-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,<1H OCEAN,0.23374760994263863
4167,-118.2,34.1,30.0,3643.0,1197.0,4336.0,1163.0,2.07,<1H OCEAN,0.328575349986275
19318,-123.02,38.46,52.0,2154.0,499.0,524.0,259.0,2.0556,NEAR OCEAN,0.23166202414113277
17939,-121.94,37.34,41.0,2151.0,473.0,1092.0,469.0,3.7321,<1H OCEAN,0.2198977219897722
3281,-122.83,39.09,26.0,2191.0,495.0,679.0,371.0,1.4679,INLAND,0.22592423550890003
20401,-118.85,34.21,29.0,2195.0,414.0,1360.0,401.0,3.4773,<1H OCEAN,0.18861047835990888
15843,-122.42,37.74,52.0,1786.0,427.0,856.0,394.0,3.0833,NEAR BAY,0.23908174692049272
10748,-117.88,33.64,16.0,3615.0,570.0,1209.0,559.0,8.5574,<1H OCEAN,0.15767634854771784
3731,-118.41,34.18,43.0,1840.0,356.0,966.0,323.0,4.7171,<1H OCEAN,0.1934782608695652
13730,-117.18,34.04,41.0,1766.0,288.0,753.0,278.0,4.9125,INLAND,0.16308040770101925
6982,-118.01,33.96,36.0,1805.0,288.0,882.0,308.0,5.3054,<1H OCEAN,0.1595567867036011
19180,-122.58,38.46,15.0,2936.0,517.0,1182.0,501.0,3.3981,<1H OCEAN,0.1760899182561308
18529,-122.03,36.98,37.0,2817.0,716.0,1341.0,662.0,2.1553,NEAR OCEAN,0.2541711040113596
741,-122.12,37.67,33.0,3429.0,681.0,1798.0,694.0,3.9395,NEAR BAY,0.19860017497812774
3439,-118.41,34.27,38.0,858.0,203.0,1250.0,204.0,2.9219,<1H OCEAN,0.2365967365967366
3496,-118.48,34.27,34.0,1231.0,222.0,702.0,222.0,4.9323,<1H OCEAN,0.1803411860276198
15986,-122.47,37.76,48.0,2064.0,484.0,1055.0,467.0,2.8711,NEAR BAY,0.23449612403100775
9777,-121.12,36.21,16.0,1720.0,473.0,1427.0,291.0,2.1107,<1H OCEAN,0.275
8844,-118.39,34.09,28.0,2347.0,608.0,785.0,548.0,4.4167,<1H OCEAN,0.2590541116318705
17746,-121.75,37.3,23.0,1801.0,415.0,548.0,393.0,2.5052,<1H OCEAN,0.23042754025541365
2732,-115.56,32.8,15.0,1171.0,328.0,1024.0,298.0,1.3882,INLAND,0.28010247651579845
609,-122.08,37.68,15.0,3051.0,685.0,1479.0,668.0,3.5295,NEAR BAY,0.22451655195018028
15210,-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,5.1909,<1H OCEAN,0.1503448275862069
20073,-120.38,37.97,47.0,1060.0,219.0,496.0,205.0,2.5781,INLAND,0.20660377358490567
9678,-118.99,37.65,20.0,2474.0,625.0,338.0,141.0,5.01,INLAND,0.2526273241713824
12523,-121.47,38.56,44.0,1986.0,573.0,1044.0,490.0,1.7328,INLAND,0.28851963746223563
6245,-117.97,34.05,33.0,2028.0,422.0,1727.0,371.0,2.8438,<1H OCEAN,0.20808678500986194
9245,-120.05,36.97,20.0,2029.0,427.0,983.0,401.0,1.8444,INLAND,0.21044849679645145
2414,-119.43,36.59,15.0,1371.0,306.0,1266.0,309.0,1.767,INLAND,0.22319474835886213
5711,-118.24,34.22,41.0,2476.0,506.0,1271.0,485.0,3.4531,<1H OCEAN,0.20436187399030695
2734,-115.56,32.78,34.0,2856.0,555.0,1627.0,522.0,3.2083,INLAND,0.19432773109243698
17806,-121.87,37.38,16.0,3275.0,529.0,1863.0,527.0,5.5429,<1H OCEAN,0.1615267175572519
59,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,NEAR BAY,0.2721518987341772
865,-122.04,37.58,14.0,14917.0,2708.0,8012.0,2606.0,5.6277,NEAR BAY,0.18153784272977141
17049,-122.26,37.46,26.0,5067.0,750.0,1996.0,728.0,7.0001,NEAR OCEAN,0.14801657785671996
19974,-118.82,36.13,43.0,1281.0,287.0,534.0,231.0,2.8906,INLAND,0.22404371584699453
13191,-117.69,34.08,30.0,4255.0,773.0,2129.0,730.0,4.5185,INLAND,0.181668625146886
3625,-118.43,34.24,35.0,1416.0,261.0,995.0,272.0,3.7143,<1H OCEAN,0.1843220338983051
4868,-118.28,34.05,44.0,1273.0,474.0,1754.0,460.0,1.6037,<1H OCEAN,0.3723487824037706
10433,-117.62,33.43,24.0,1296.0,384.0,850.0,367.0,2.7545,NEAR OCEAN,0.2962962962962963
3986,-118.64,34.18,33.0,3808.0,623.0,1784.0,615.0,5.1641,<1H OCEAN,0.1636029411764706
17766,-121.85,37.34,27.0,1481.0,409.0,1505.0,391.0,2.5769,<1H OCEAN,0.2761647535449021
12841,-121.46,38.66,3.0,3438.0,603.0,1602.0,554.0,3.9914,INLAND,0.17539267015706805
5390,-118.38,34.03,36.0,2101.0,569.0,1756.0,527.0,2.9344,<1H OCEAN,0.27082341742027605
19854,-119.31,36.39,32.0,2293.0,466.0,1538.0,468.0,1.9342,INLAND,0.20322721325774096
13981,-117.46,34.85,7.0,9759.0,1816.0,2933.0,1168.0,3.4912,INLAND,0.18608463981965365
1135,-121.64,39.74,20.0,1808.0,334.0,763.0,335.0,2.3711,INLAND,0.1847345132743363
16087,-122.48,37.73,38.0,3195.0,828.0,2410.0,778.0,3.1359,NEAR OCEAN,0.2591549295774648
11582,-118.03,33.76,32.0,2980.0,494.0,1370.0,481.0,5.0866,<1H OCEAN,0.1657718120805369
4565,-118.26,34.07,40.0,680.0,273.0,995.0,249.0,2.2607,<1H OCEAN,0.40147058823529413
20177,-119.18,34.28,17.0,4526.0,717.0,2088.0,655.0,5.6885,NEAR OCEAN,0.15841802916482545
9774,-121.26,36.32,30.0,146.0,41.0,164.0,40.0,2.3,<1H OCEAN,0.2808219178082192
16232,-121.3,37.97,52.0,2980.0,537.0,1128.0,510.0,4.061,INLAND,0.1802013422818792
19668,-120.83,37.5,30.0,1340.0,244.0,631.0,231.0,3.375,INLAND,0.18208955223880596
10201,-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,4.3333,<1H OCEAN,0.17473435655253838
7279,-118.25,33.98,44.0,1087.0,335.0,1441.0,310.0,1.6667,<1H OCEAN,0.30818767249310025
15483,-117.15,33.14,15.0,1070.0,208.0,470.0,217.0,2.3062,<1H OCEAN,0.19439252336448598
8200,-118.14,33.79,44.0,2388.0,619.0,1461.0,592.0,3.1711,NEAR OCEAN,0.259212730318258
7629,-118.28,33.84,27.0,2326.0,533.0,1697.0,546.0,3.8633,<1H OCEAN,0.2291487532244196
3536,-118.5,34.26,33.0,2831.0,510.0,1340.0,504.0,4.8316,<1H OCEAN,0.18014835747085836
4492,-118.22,34.06,52.0,48.0,6.0,41.0,10.0,10.2264,<1H OCEAN,0.125
16653,-120.66,35.28,46.0,2054.0,502.0,1170.0,494.0,2.1786,NEAR OCEAN,0.24440116845180138
15360,-117.42,33.35,14.0,25135.0,4819.0,35682.0,4769.0,2.5729,<1H OCEAN,0.19172468669186393
12457,-114.58,33.63,29.0,1387.0,236.0,671.0,239.0,3.3438,INLAND,0.17015140591204037
305,-122.18,37.76,43.0,2018.0,408.0,1111.0,367.0,1.8913,NEAR BAY,0.20218037661050545
2077,-119.81,36.76,48.0,2059.0,388.0,834.0,405.0,2.9306,INLAND,0.1884409907722195
1179,-121.54,39.48,29.0,2896.0,596.0,1809.0,617.0,1.8047,INLAND,0.2058011049723757
18160,-122.04,37.35,20.0,2016.0,313.0,767.0,310.0,6.837,<1H OCEAN,0.1552579365079365
8533,-118.35,33.89,34.0,1740.0,387.0,1249.0,375.0,4.1552,<1H OCEAN,0.22241379310344828
5464,-118.51,33.98,40.0,1901.0,679.0,865.0,587.0,2.3417,<1H OCEAN,0.35718043135192007
2644,-124.14,40.58,25.0,1899.0,357.0,891.0,355.0,2.6987,<1H OCEAN,0.18799368088467613
8114,-118.19,33.8,41.0,2125.0,591.0,1604.0,555.0,2.9943,NEAR OCEAN,0.2781176470588235
9598,-120.48,37.31,42.0,2361.0,512.0,1684.0,511.0,2.355,INLAND,0.216857263871241
17383,-120.41,34.96,9.0,2712.0,428.0,1116.0,415.0,4.5536,<1H OCEAN,0.15781710914454278
7053,-118.03,33.93,22.0,3382.0,800.0,2688.0,784.0,3.875,<1H OCEAN,0.23654642223536368
14437,-117.24,32.8,18.0,2205.0,661.0,874.0,580.0,3.8018,NEAR OCEAN,0.29977324263038546
7207,-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,<1H OCEAN,0.24689966178128522
15838,-122.43,37.75,52.0,1615.0,393.0,633.0,378.0,3.5114,NEAR BAY,0.243343653250774
5622,-118.26,33.78,36.0,2191.0,739.0,2931.0,692.0,2.1311,NEAR OCEAN,0.3372889091738932
16451,-121.28,38.13,48.0,1892.0,333.0,804.0,352.0,4.0625,INLAND,0.17600422832980972
706,-122.04,37.65,10.0,8299.0,1326.0,3827.0,1288.0,6.2579,NEAR BAY,0.15977828654054704
12079,-117.52,33.83,22.0,2397.0,400.0,1347.0,403.0,4.46,INLAND,0.1668752607425949
15927,-122.42,37.73,46.0,1819.0,411.0,1534.0,406.0,4.0132,NEAR BAY,0.22594832325453545
17920,-121.99,37.35,16.0,3249.0,947.0,1637.0,841.0,4.5427,<1H OCEAN,0.2914742997845491
3478,-118.51,34.28,29.0,4239.0,653.0,1890.0,631.0,6.3911,<1H OCEAN,0.15404576551073365
5507,-118.43,33.99,42.0,2558.0,558.0,1328.0,541.0,4.875,<1H OCEAN,0.2181391712275215
1852,-124.23,41.75,11.0,3159.0,616.0,1343.0,479.0,2.4805,NEAR OCEAN,0.19499841722063943
13975,-116.76,34.23,10.0,4374.0,989.0,1020.0,376.0,2.6071,INLAND,0.226108824874257
3330,-122.48,38.9,10.0,304.0,63.0,161.0,61.0,2.1964,INLAND,0.20723684210526316
18097,-122.05,37.33,17.0,3674.0,824.0,1364.0,694.0,6.3131,<1H OCEAN,0.22427871529667937
3263,-122.88,39.14,20.0,1125.0,231.0,521.0,196.0,2.2188,INLAND,0.20533333333333334
8752,-118.36,33.82,36.0,1083.0,187.0,522.0,187.0,5.7765,<1H OCEAN,0.17266851338873498
11886,-117.37,33.99,44.0,917.0,224.0,666.0,220.0,1.685,INLAND,0.24427480916030533
8531,-118.35,33.9,31.0,981.0,222.0,734.0,239.0,4.875,<1H OCEAN,0.22629969418960244
138,-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,NEAR BAY,0.14727420667209112
2153,-119.8,36.77,52.0,2964.0,512.0,1114.0,486.0,3.8105,INLAND,0.17273954116059378
1163,-121.55,39.51,39.0,1551.0,353.0,684.0,310.0,2.0357,INLAND,0.22759509993552546
7326,-118.17,33.98,41.0,428.0,111.0,585.0,139.0,3.1786,<1H OCEAN,0.25934579439252337
11942,-117.42,33.94,35.0,1764.0,325.0,1094.0,353.0,4.1528,INLAND,0.18424036281179137
16683,-120.57,35.11,18.0,2920.0,556.0,1068.0,552.0,3.5242,<1H OCEAN,0.19041095890410958
10392,-117.66,33.57,16.0,2483.0,443.0,1357.0,400.0,5.5545,<1H OCEAN,0.1784132098268224
17932,-121.94,37.35,52.0,906.0,227.0,1662.0,219.0,3.1667,<1H OCEAN,0.25055187637969095
979,-121.87,37.67,10.0,4337.0,800.0,1813.0,743.0,5.5,INLAND,0.18445930366612867
13700,-117.24,34.12,29.0,2654.0,667.0,1822.0,593.0,2.1563,INLAND,0.2513187641296157
17829,-121.86,37.4,21.0,1386.0,260.0,946.0,257.0,6.5226,<1H OCEAN,0.18759018759018758
9432,-122.81,38.08,19.0,1615.0,366.0,815.0,337.0,3.4609,NEAR OCEAN,0.22662538699690402
15774,-122.45,37.76,52.0,1457.0,292.0,621.0,315.0,4.6477,NEAR BAY,0.2004118050789293
5964,-117.81,34.08,13.0,18448.0,2474.0,7775.0,2397.0,7.7876,INLAND,0.13410667823070252
11804,-121.3,38.89,45.0,1529.0,317.0,793.0,281.0,2.9866,INLAND,0.20732504905166776
12207,-116.96,33.52,9.0,2802.0,471.0,1155.0,421.0,4.125,INLAND,0.16809421841541755
13641,-117.33,34.05,26.0,613.0,149.0,431.0,130.0,1.3977,INLAND,0.24306688417618272
3049,-119.38,35.49,34.0,2304.0,437.0,1506.0,403.0,2.2071,INLAND,0.1896701388888889
1067,-121.85,39.73,52.0,444.0,80.0,1107.0,98.0,3.4191,INLAND,0.18018018018018017
15586,-116.56,33.05,15.0,1985.0,361.0,536.0,209.0,4.125,INLAND,0.18186397984886649
2957,-119.03,35.34,36.0,3474.0,645.0,1679.0,616.0,2.7256,INLAND,0.18566493955094993
2897,-119.01,35.38,44.0,434.0,110.0,274.0,86.0,1.1944,INLAND,0.2534562211981567
7454,-118.17,33.92,43.0,2099.0,398.0,1276.0,387.0,3.1528,<1H OCEAN,0.1896141019533111
13977,-116.98,34.07,21.0,739.0,125.0,199.0,82.0,4.8958,INLAND,0.16914749661705006
9885,-121.77,36.71,18.0,6601.0,1395.0,3562.0,1299.0,3.512,<1H OCEAN,0.21133161642175427
16621,-120.95,35.44,30.0,6346.0,1410.0,1769.0,887.0,2.6864,NEAR OCEAN,0.22218720453829183
3350,-120.77,40.65,11.0,2635.0,667.0,280.0,132.0,1.7214,INLAND,0.25313092979127133
17940,-121.94,37.33,36.0,1893.0,359.0,797.0,360.0,3.6818,<1H OCEAN,0.1896460644479662
2967,-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,INLAND,0.17366456729647772
18153,-122.05,37.36,34.0,2400.0,419.0,1017.0,384.0,4.1369,<1H OCEAN,0.17458333333333334
12035,-117.48,33.93,31.0,2191.0,459.0,1564.0,450.0,2.6776,INLAND,0.2094933820173437
5743,-118.26,34.17,20.0,5949.0,1417.0,2593.0,1337.0,3.8576,<1H OCEAN,0.2381912926542276
2805,-119.05,35.44,5.0,2133.0,487.0,1182.0,438.0,3.0268,INLAND,0.22831692451945618
18004,-121.99,37.29,32.0,2930.0,481.0,1336.0,481.0,6.4631,<1H OCEAN,0.16416382252559727
102,-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,NEAR BAY,0.28337236533957844
20554,-121.78,38.68,39.0,2806.0,662.0,1659.0,638.0,1.9787,INLAND,0.2359230220955096
6057,-117.78,34.03,8.0,32054.0,5290.0,15507.0,5050.0,6.0191,<1H OCEAN,0.16503400511636612
7969,-118.19,33.87,42.0,1213.0,269.0,628.0,229.0,3.6987,<1H OCEAN,0.22176422093981862
15685,-122.42,37.8,52.0,4079.0,1112.0,1466.0,1024.0,4.5913,NEAR BAY,0.27261583721500365
16973,-122.31,37.56,36.0,1727.0,340.0,952.0,337.0,4.7917,NEAR OCEAN,0.19687319050376376
14526,-117.13,32.92,17.0,1481.0,315.0,1002.0,300.0,3.6196,<1H OCEAN,0.21269412559081702
5552,-118.38,33.95,29.0,1821.0,588.0,1397.0,523.0,2.5833,<1H OCEAN,0.3228995057660626
11726,-120.02,39.24,24.0,1602.0,426.0,751.0,257.0,1.7609,INLAND,0.26591760299625467
12407,-116.29,33.72,5.0,3584.0,760.0,1097.0,470.0,3.1771,INLAND,0.21205357142857142
8094,-118.21,33.82,43.0,1005.0,199.0,723.0,191.0,4.3424,NEAR OCEAN,0.19800995024875623
16583,-121.45,37.75,15.0,3846.0,677.0,2360.0,635.0,4.6173,INLAND,0.17602704108164327
10627,-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,<1H OCEAN,0.14419753086419754
18575,-121.77,36.91,8.0,2715.0,750.0,2580.0,718.0,2.8348,<1H OCEAN,0.27624309392265195
12075,-117.6,33.86,23.0,2949.0,473.0,1671.0,477.0,5.195,INLAND,0.16039335367921329
15119,-116.93,32.85,15.0,3273.0,895.0,1872.0,842.0,2.5388,<1H OCEAN,0.27344943476932476
19583,-120.46,37.65,17.0,315.0,89.0,130.0,58.0,1.4464,INLAND,0.28253968253968254
6872,-118.09,34.07,38.0,1036.0,226.0,1058.0,235.0,3.2578,<1H OCEAN,0.21814671814671815
6875,-118.11,34.07,39.0,1270.0,299.0,1073.0,278.0,3.3088,<1H OCEAN,0.23543307086614174
12498,-121.46,38.56,52.0,1750.0,372.0,764.0,369.0,2.9191,INLAND,0.21257142857142858
1855,-124.22,41.73,28.0,3003.0,699.0,1530.0,653.0,1.7038,NEAR OCEAN,0.23276723276723277
7340,-118.16,33.97,30.0,2419.0,715.0,3208.0,719.0,2.1743,<1H OCEAN,0.29557668458040515
7930,-118.08,33.84,25.0,3696.0,953.0,2827.0,860.0,3.3438,<1H OCEAN,0.2578463203463203
18567,-121.75,36.93,24.0,4026.0,881.0,2264.0,863.0,3.1327,<1H OCEAN,0.21882762046696472
20597,-121.58,39.16,33.0,1897.0,378.0,888.0,385.0,2.1111,INLAND,0.1992619926199262
19288,-122.75,38.41,17.0,3150.0,588.0,1857.0,610.0,3.9688,<1H OCEAN,0.18666666666666668
20461,-118.75,34.28,22.0,3844.0,537.0,1665.0,492.0,6.2059,<1H OCEAN,0.13969823100936524
6422,-118.0,34.13,24.0,2584.0,520.0,1869.0,503.0,3.2841,INLAND,0.20123839009287925
16594,-121.29,37.72,22.0,1630.0,404.0,4402.0,358.0,1.9792,INLAND,0.24785276073619633
12682,-121.4,38.55,26.0,2697.0,398.0,1088.0,389.0,5.0,INLAND,0.14757137560252132
10835,-117.92,33.68,25.0,2017.0,454.0,1024.0,428.0,4.4732,<1H OCEAN,0.22508676251859197
9452,-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,INLAND,0.23519736842105263
6896,-118.12,34.05,32.0,3775.0,786.0,2416.0,792.0,3.6625,<1H OCEAN,0.20821192052980134
16864,-122.4,37.62,44.0,1619.0,362.0,1064.0,335.0,4.0238,NEAR OCEAN,0.22359481161210623
4159,-118.19,34.12,35.0,2524.0,749.0,2487.0,679.0,2.4932,<1H OCEAN,0.2967511885895404
17718,-121.77,37.33,8.0,3088.0,474.0,1799.0,456.0,7.2707,<1H OCEAN,0.15349740932642486
4044,-118.49,34.15,33.0,2829.0,360.0,1010.0,363.0,10.3587,<1H OCEAN,0.12725344644750794
7299,-118.2,33.99,35.0,1705.0,523.0,2252.0,508.0,2.3421,<1H OCEAN,0.30674486803519063
11297,-117.91,33.79,22.0,4417.0,1054.0,2759.0,983.0,4.25,<1H OCEAN,0.238623500113199
15942,-122.42,37.72,37.0,2638.0,546.0,1789.0,521.0,4.0071,NEAR BAY,0.20697498104624715
6772,-118.15,34.11,52.0,1000.0,192.0,363.0,158.0,4.2981,<1H OCEAN,0.192
16278,-121.27,37.93,24.0,1451.0,320.0,1413.0,283.0,2.125,INLAND,0.22053756030323915
